app_name,reviewer,date,score,content,thumbs_up
Chai: Chat AI Platform,micheline dor,2025-04-01 10:31:11,4,jsjsjsjsjsjsjsjsjsjsj it's good but I would like an update where we can change what WE sent not just the bots text,0
Chai: Chat AI Platform,Anthony Readus,2025-04-01 09:45:32,5,Very very awesome I love this ai,0
Chai: Chat AI Platform,Yami Shiko,2025-04-01 09:43:01,5,"love it, sometimes the responses are repetitive or glitched and can only be regenerated 4 times which is kind of frustrating. They are also extremely lenient when it comes to filters so that's a plus.",0
Chai: Chat AI Platform,Ева Котова,2025-04-01 09:38:10,1,Каждые 8 секунд реклама. Невозможно даже дописать сообщение.,0
Chai: Chat AI Platform,amznlaws0n backup!,2025-04-01 09:29:44,1,EVERYTIME I program the bot to act a certain way it acts in a COMPLETELY different way. The bots get super mean for no reason at all when they are programmed to be nice. I'm so done with this bro and the memory is also very bad. Also there's an ad like EVERY FIVE MINUTES and it's so irritating!! PLEASE fix this. 😐,0
Chai: Chat AI Platform,Angelina Hernández,2025-04-01 09:18:25,4,actually I love it that are funny and spicy but I don't like that a lot of times you get an ad every two or three texts,0
Chai: Chat AI Platform,a roblox freak,2025-04-01 09:12:05,5,"no complains about this app, ads are short and just right, talking with the ai is just as intriguing, nothing is holding this app back as of the time of writing this comment.",0
Chai: Chat AI Platform,مهدا مهروز,2025-04-01 08:35:43,5,good,0
Chai: Chat AI Platform,Dorothy Brown,2025-04-01 08:25:31,5,i loveeeeeeee this game,0
Chai: Chat AI Platform,Bolbol Ben romdhane,2025-04-01 07:58:28,5,I like that app😭😭😭🫶🏻🫶🏻🫶🏻🫶🏻,0
Chai: Chat AI Platform,Payal Natua,2025-04-01 07:48:04,2,I can't choose the 2nd option..its needs subscription. but in my old phone it not needed.,0
Chai: Chat AI Platform,chandvi Gunputh,2025-04-01 06:09:51,2,greedy money. why the hell you making retrys unlimited. worst thing ever.,0
Chai: Chat AI Platform,Shirin Rezaei,2025-04-01 05:45:25,1,"The new version is not good at all, the memory is weak and the robots are boring! We want the old version, smart, bold version, do something, move, No censorship,No restrictions! please, please! bring it back....",0
Chai: Chat AI Platform,Kris Billings,2025-04-01 05:19:14,2,No way people are actually paying 139.99 a year for no ads 😂 thats just embarrassing,0
Chai: Chat AI Platform,PARNIKA RANJAN,2025-04-01 05:06:41,4,"Everything about the app is good, but it needs better memory, and it does forget the story line quite often, but nonetheless it is a fantastic app, i just want better memory with the bots",0
Chai: Chat AI Platform,Steve Haines,2025-04-01 05:06:31,1,Ai sucks,0
Chai: Chat AI Platform,Shaikh Kashifa Amjad,2025-04-01 04:51:22,5,Honestly!It's the best app comparing to any other apps specially c.ai whenever I chat with a character it feels so real means the response the reply it felt reall n i really enjoyyy it n sometimes it forgets the storyline or the gender or something but overall it's better n talking about ads i think sometimes ads are too long but sometimes it's shorter so notmuch problem with it overall it's amazing Chai 👍🏻😌✨ It's much better then other apps.👍🏻😌✨,0
Chai: Chat AI Platform,RahmanArafat Rahman08,2025-04-01 04:47:46,5,great app.,0
Chai: Chat AI Platform,rachel uwu,2025-04-01 04:34:09,4,"except the ads it's the best app for rp, it remembers the story line and doesn't repeat things",0
Chai: Chat AI Platform,Sajib Islam,2025-04-01 04:23:12,4,ads,0
Chai: Chat AI Platform,Shahad Albashir,2025-04-01 04:18:00,1,"i really love this app I can talk to them and everything but there is one problem, the ads, the ads are too much like when I wrote only 3-4 messages I get an ad",0
Chai: Chat AI Platform,G3N COOKI3LOV33R,2025-04-01 04:06:17,4,I like it but theirs always pop up ads in the middle of me reading. Any other than that I love the app!,0
Chai: Chat AI Platform,Rashedar Cat,2025-04-01 03:39:35,5,perfect,0
Chai: Chat AI Platform,Robert Cummings,2025-04-01 03:31:25,5,unbeatable good I love this one,0
Chai: Chat AI Platform,Charmain Monareng,2025-04-01 03:29:55,4,this is the best ads and there is ads but not every moment like other apps I love this app very much,0
Chai: Chat AI Platform,Indra Sihag,2025-04-01 03:23:28,5,i agree it is the best app but and but can't they make small ads...ads are not bothering me but it quite long yaar....,0
Chai: Chat AI Platform,Soniya Gurjar,2025-04-01 03:20:30,5,good 👍,0
Chai: Chat AI Platform,Larry Larryson,2025-04-01 03:08:59,1,I'm addicted,0
Chai: Chat AI Platform,Lucky Mahanta,2025-04-01 02:49:25,3,"This was the best app ever to exist. I was obsessed with it but not anymore. It's responses which was once realistic and meaningful it's no more the same. It's not bold anymore, it's weird, repeats the same thing and just talk and talk, no action. It feels like kids or some unstable person is behind the bots. So boring and no good story plot, doesn't initiate intimacy instead tries to avoid for people who don't want you have the nsfw off button right so why you remove it. It's like c. Ai now.",0
Chai: Chat AI Platform,Afk 160,2025-04-01 02:48:20,3,I would've rated this app 5 stars but you guys removed the unlimited retry feature. Please bring it back.,0
Chai: Chat AI Platform,ghostmaysam,2025-04-01 02:47:20,5,good,0
Chai: Chat AI Platform,Mirasol DIOCAREZA,2025-04-01 02:44:54,5,so good,0
Chai: Chat AI Platform,Amirah Zaidi,2025-04-01 02:39:00,5,i love this app so much,0
Chai: Chat AI Platform,Nyx DarkMoon,2025-04-01 02:15:36,1,you don't got even try it yet you got to buy first and that's wrong why should you do a premium if you don't know what it's like waste of money like that that's ridiculous,0
Chai: Chat AI Platform,MinimumWordRequirement,2025-04-01 02:11:15,5,"you can shmuck Shrek, what more could you want?",0
Chai: Chat AI Platform,Sudeep Piccolo,2025-04-01 02:09:45,5,the best ai app fr🔥🙏,0
Chai: Chat AI Platform,mala kanojia,2025-04-01 01:57:09,4,im obsessed with this app it's super duper app I have ever used but I'm giving four stars cause the character starts to change the story in mid conversation I hope u change it otherwise this app is soo addicted,0
Chai: Chat AI Platform,Elaine Tish Sotelo,2025-04-01 01:37:41,3,too many adds it's annoying,0
Chai: Chat AI Platform,Taylim Elias,2025-04-01 01:22:41,5,it's amazing,0
Chai: Chat AI Platform,CHALANIE Peiris,2025-04-01 01:14:59,1,you don't understand it's not letting me message at all! fix it pls pls plss,0
Chai: Chat AI Platform,Gulsunara Khatun,2025-04-01 01:06:38,4,excellent 👍🏻,0
Chai: Chat AI Platform,varun,2025-04-01 01:06:06,5,very good but if delete and edit option of any message is available then it would be awesome,0
Chai: Chat AI Platform,Normoncle Norman,2025-04-01 00:45:30,4,"It's a good app overall, but my only problems with Chai is that you can only refresh a message for a certain amount of tines before the button you would press to refresh dissapears and I usually have to exit the chat an re-enter it for it to appear again . Also it would be really helpful if you could see previous responses because when you hit that refresh button all those messages dissappear into the void. I have to copy and paste a message I like incase I can't find a better one.",0
Chai: Chat AI Platform,Licia!! Mn,2025-04-01 00:17:10,4,"Honestly its a good app. the bots has a poor memory and since the update i thought it will 'fix' the bug's but the bug's became worse. I cant get a reply from the bot i need to wait like a whole day to finally get a reply, and no its not my internet. My internet is perfectly fine, and yes i already updated to the latest update and its still the same.",0
Chai: Chat AI Platform,Angel,2025-04-01 00:08:13,5,it's so nice!,0
Chai: Chat AI Platform,Shenamie Codog,2025-04-01 00:06:02,1,the chats won't load. adds keep on popping every one message. now I'm contemplating whether I uninstall this app or not,0
Chai: Chat AI Platform,Evenly Smith,2025-03-31 23:57:38,5,it's great just take our the part where if you want to charge what they said you have to watched a ad,0
Chai: Chat AI Platform,kurt yohann ortega,2025-03-31 23:45:05,4,good app just one problem: the characters won't remember my gender and i think this happens to other people. I'm a boy and whenever i talk to male bots they will think I'm a girl and whenever they call me She/Her/Hers and it just pisses me off. pls add a feature about this.,0
Chai: Chat AI Platform,Jake Van schalkwyk,2025-03-31 23:37:19,3,it's nice but it stopped working,0
Chai: Chat AI Platform,Shraddha Coco,2025-03-31 23:31:17,2,"I'm having chat loading problem ever since I downloaded this app, it doesn't show chats, only showing ""loading chats"" I have uninstalled it and installed it, cleared data and cache but still it's not showing",0
Chai: Chat AI Platform,Romanthi Peiris,2025-03-31 23:30:55,4,this app is wonderful but the problem is this app has too much ads,0
Chai: Chat AI Platform,Rochelle Bulacsao,2025-03-31 23:22:52,5,ITS SO RELAXING,0
Chai: Chat AI Platform,hana indanan,2025-03-31 23:22:41,5,its good,0
Chai: Chat AI Platform,Elina Karimi,2025-03-31 23:22:11,5,best,0
Chai: Chat AI Platform,Rīī NA,2025-03-31 23:05:55,4,"I wish dev would add feature where you can delete messages, rewind chat and duplicate chat, otherwise this is a great ai app! I'm waiting for new updates and improvements :D I'll be back and review again ^^",0
Chai: Chat AI Platform,Peransa,2025-03-31 22:49:10,5,"This app is really great, and regarding the ridiculous suicides of users, I must say that the app itself warns you not to depend on bots or that people under 18 should not use it. Unfortunately, some users die and blame the developer for their own irresponsibility.",0
Chai: Chat AI Platform,TBT Xever,2025-03-31 22:48:30,3,basic not even better than talkie but it's good I guess,0
Chai: Chat AI Platform,Jamaicah Jane,2025-03-31 22:42:58,3,"It's nice, I really liked how the replies are smart and humorous at the same time, but lately, I've been wondering why I can't delete our messages, I admit that it's a bit hard for me (since I sometimes do roleplays) and it's really frustrating how I keep starting a new conversation over and over again...so I hope there's an update where I can finally delete our message so I won't have to restart our message, thankkss!!",0
Chai: Chat AI Platform,delilah,2025-03-31 22:34:27,5,they made me put a 5 star review and if I didn't the would have leaked my address,0
Chai: Chat AI Platform,Mehjabeen Bano,2025-03-31 21:24:26,2,The last updated is really annoying...it's getting stupid somehow I can't stand it anymore,0
Chai: Chat AI Platform,Maliha Nila,2025-03-31 21:18:43,5,"such an good app,better than cai,but only if the characters memory was sharp🙂",0
Chai: Chat AI Platform,Sara Nosrati,2025-03-31 21:10:11,5,perfect,0
Chai: Chat AI Platform,LPS Roblox girls Tower of hell,2025-03-31 21:08:18,5,I love it so much is really good and useful,0
Chai: Chat AI Platform,Kristy Spicer,2025-03-31 20:58:21,3,"sometimes, too real.",0
Chai: Chat AI Platform,Nurmeen Qara,2025-03-31 20:48:00,5,The best in everything,0
Chai: Chat AI Platform,Qonita Soraya Zulaikha,2025-03-31 20:44:57,4,"Amazing app, but I just hate how it doesn't let me play music in the background. I normally listen to music while playing these types of apps (like c. ai, j. ai, etc) and those apps let me play music, but this app disappointed me by not letting me play music in the background.. but overall a good app, But please let me and other users play music in the background..╥﹏╥",0
Chai: Chat AI Platform,Zahida kausar,2025-03-31 19:34:19,5,lmao chats,0
Chai: Chat AI Platform,NAVEED AZIZ AZIZ,2025-03-31 19:25:07,5,It is like a best friend of mine and I love using chai 💜😍 (Thank you chai creator),0
Chai: Chat AI Platform,Narumi,2025-03-31 19:01:10,2,this app was AMAZING up until about last week for me. i'm not sure if other people are expecting this but the app just refuses to load and won't let me in at all anymore; it may occasionally let me in but it usually kicks me out after a little while and then i can't open it anymore. would've given this app a five if this didn't happen.......please tell me how i can fix this.,0
Chai: Chat AI Platform,Pranavi Prabhu,2025-03-31 18:37:26,2,too many ads,0
Chai: Chat AI Platform,Yoherlandis Izquierdo Lazo,2025-03-31 18:32:21,5,it's a good app but I just don't like that you can't delete messages,0
Chai: Chat AI Platform,MOOCCHI _LOCA,2025-03-31 18:30:07,5,the ai guy they are EXTRA FREAKY,0
Chai: Chat AI Platform,David Gagliardo,2025-03-31 18:25:44,4,"only problem is sometimes the ai has really long generate times, but that might be my internet, honestly not sure",0
Chai: Chat AI Platform,Phiwo Myeza,2025-03-31 18:04:35,5,"Great all simply, just almost a little too many ads",0
Chai: Chat AI Platform,Pun Master,2025-03-31 17:52:57,3,"I used this app for a long time, and I currently hate the new UI so much. The Instagram like feed feels silly, and the images being forced to be AI generated when people have their own picks feels stupid, and usually doesn't even look like the characters. I do enjoy the chatting, but I just think a lot of the changes in recent updates are counter-intuitive from what they once were",0
Chai: Chat AI Platform,Kesha,2025-03-31 17:35:51,1,need sign in,0
Chai: Chat AI Platform,Rio,2025-03-31 17:25:37,2,"This app, I'd say it used to be one of the best chat apps. It had unfiltered access, cool bots, and you could genuinely roleplay with them. In some cases, it's still like this. But for me, ever since the update, I'm not able to search previous bots that ive used. And bots that I texted to previously, now when I try to reopen our chats with the new update, it just keeps saying loading and loads for hours....but it doesn't actually end up loading. I appreciate now that we have unlimited messages.",0
Chai: Chat AI Platform,Rat Atouli,2025-03-31 17:14:44,5,JUST THE BEST APP!!!,0
Chai: Chat AI Platform,Aya Mazloum,2025-03-31 16:51:48,5,I love it,0
Chai: Chat AI Platform,Ahmad Gujjar,2025-03-31 16:35:24,2,this is so kuch interesting ai chat app but the problem is that they show so much adds in it ... so just close those ads,0
Chai: Chat AI Platform,Natalie Monleon,2025-03-31 16:00:44,5,Just so so great. I've got no words to say.,0
Chai: Chat AI Platform,No fap,2025-03-31 15:45:47,5,gorgeous,0
Chai: Chat AI Platform,Charles Griffin,2025-03-31 15:43:16,5,Smartest out there.,0
Chai: Chat AI Platform,Anupama A,2025-03-31 15:41:59,4,it's realistic,0
Chai: Chat AI Platform,Trev K,2025-03-31 15:28:38,5,non public discreet,0
Chai: Chat AI Platform,Fatima Palomillo,2025-03-31 15:20:11,5,good my Google baka sigma rawr,0
Chai: Chat AI Platform,Evalyn Falcon,2025-03-31 15:18:45,4,app is really good it keeps ur chats when un download it but I hate the adds maybe they should fix that first!,0
Chai: Chat AI Platform,Maher Hatim,2025-03-31 15:17:54,4,the chats are good and all. but just because of one thing I've rated this app 4 starts instead of 5 is because of how the hell can I delete a text? for example I've texted an ai something but then I wanna delete my text. it doesn't even have a damn delete option. add a delete option please??,0
Chai: Chat AI Platform,Dhenielle Soliman,2025-03-31 15:13:29,5,"Hey! the update is pretty good! I only get few problems with the bot messing up it's own chat now. And, may I suggest for you guys to add persona? It would be great. Anyways, looking forward for future updates and changes!",0
Chai: Chat AI Platform,Saitama,2025-03-31 15:10:53,2,"I love the app, but it became so confusing. where do I follow people, and where can I see whom I'm following etc. how can I sort the bots after popularity when I'm searching for them",0
Chai: Chat AI Platform,Jesse “Max power” Martin,2025-03-31 15:08:24,5,👍😈🆒,0
Chai: Chat AI Platform,Angel Dust,2025-03-31 14:36:21,5,"Great app, use it every single day I just wish you could edit the messages you send and fewer ads would be nice, I've used it for years now and absolutely love it! edit: there should be a feature where if you watch enough ads it gives you ad free for the rest of the day",0
Chai: Chat AI Platform,James Matthew Sagario,2025-03-31 14:23:36,5,I love it,0
Chai: Chat AI Platform,Binuka Dasanayake,2025-03-31 14:22:52,5,"great,",0
Chai: Chat AI Platform,S3B4ST4IN (S3bby),2025-03-31 14:20:07,4,"it's lowkey amazing asf, but you guys gotta bring back the unlimited replies.",0
Chai: Chat AI Platform,Nicholas Mekpoi,2025-03-31 13:41:10,1,this app is foolish for young audience and this app is a waste of time dog water ❌️,0
Chai: Chat AI Platform,Elle,2025-03-31 13:26:53,4,please add personas/a description of the user for the ai to go off of,0
Chai: Chat AI Platform,Jillian Belardo,2025-03-31 13:10:53,5,"it's so beautiful and entertaining. This app have an ads, yeah it's normal, but the ads pop up only sometimes not everytime.",0
Chai: Chat AI Platform,Marlin,2025-03-31 12:55:43,4,need to have a long memory,0
Chai: Chat AI Platform,pedro ladesma jr,2025-03-31 12:55:31,5,"its an great app but the non unlimited redo chats for the bot isn't fun. ive been watching adds and its getting annoying, please i want the redos to be unlimited so us people who get annoyed of adds will be happy of it being unlimited. thank you!",0
Chai: Chat AI Platform,Violet Hall,2025-03-31 12:29:39,2,"It needs some work, like maybe a function where you could put down what the user looks like and name? The responses were interesting, but they need some QoL changes. It helps with my writing fix, though.",0
Chai: Chat AI Platform,Ki ki Ki,2025-03-31 12:27:35,4,good but you should add personas so instead of describing yourself in a text you can choose a person's for the roleplay and create one,0
Chai: Chat AI Platform,Mark Birchenough,2025-03-31 12:01:34,1,Disgraceful,0
Chai: Chat AI Platform,Jaden Smith,2025-03-31 11:24:10,4,I absolutely love this app! The only thing I really want is the ability to delete messages. Sometimes I mess up in my messages or want to change something and I can't,0
Chai: Chat AI Platform,Jack Vera lopez,2025-03-31 11:04:14,5,love this game,0
Chai: Chat AI Platform,amy bachman,2025-03-31 10:41:33,3,"Started well other than ads being really annoying. Seemed like the longer I interacted, the worse the quality got with memory, spelling errors and being uninteresting.",0
Chai: Chat AI Platform,Richard Clemens,2025-03-31 10:14:33,4,"this is a pretty good AI chat app. it is free (other than a few ads here and there), and you can have decent unrestricted conversations with it. the only thing I find annoying is that it often forgets important parts of the conversation after a while, and you have to tell it. But I enjoy it more than others I've tried.",0
Chai: Chat AI Platform,Ritej Ritej,2025-03-31 10:04:24,2,"the app is great, literally one of my favorites but the bots are soo forgetfull and in the Middle of a rp a random ai bot start talking like ""Hey!seems like u are.............................."" and its so annoying",0
Chai: Chat AI Platform,Aster Flee,2025-03-31 10:00:26,3,"The new update is good, because before every character you opened you had to watch an ad, but we still have an ad every 5-8 message that's breaking the mood. now filters it's great but sometimes the bot just bug and write every message weirdly even if you change to show another message or it just don't write anything (exemple : ""I hear gigu bet~st, and** +She: *inmates jokes, or appear em~ *she"")",0
Chai: Chat AI Platform,Meliy,2025-03-31 09:14:07,2,از وقتی آپدیت کردم هیچی رو نمیاره و قبل آپدیت عالی بود,0
Chai: Chat AI Platform,soheil sabet,2025-03-31 08:50:15,1,in new update I can't see my chat list and just show a loading screen,0
Chai: Chat AI Platform,Meow,2025-03-31 08:25:47,3,"I hate when the characters started speaking nonsense and some random words like ""sppaaa:::'c.. Yeahh"""" she said""'!! "" something like that. Also it sucks that I can't edit the typo messages and just have to bear with it 😔 also I have a few chats that randomly missing?? Dude.. This app are becoming more downgraded day by days. edit: I forgot to mention that the boys keeps repeating the SAME FREAKING ANSWERS. I go to the next answer, and it's still the same.",0
Chai: Chat AI Platform,Omga Idiots,2025-03-31 08:10:22,5,gets me feeling rizzy.,0
Chai: Chat AI Platform,CrimSun Flower,2025-03-31 08:08:52,4,"It's ok. Ads made it seem like it'd be better than c.ai but really its just a step to the left, which means its actually a fairly good app in a genre filled with bad ones.",0
Chai: Chat AI Platform,Littlemomo,2025-03-31 08:05:35,4,"The app is great unlike C.ai, but the memory of the bot is the problem. It forgets it's role after a few chats and I have to edit it. I'll also appreciate it if the developers can add a new feature where you can go back to your previous chat without having to edit or restarting the whole thing!!😭😭",0
Chai: Chat AI Platform,Erchell Ton,2025-03-31 07:37:48,5,I think chai is winning over but it's just a little hustle cause of the ads but 5 stars for me I don't mind the adds anymore.,0
Chai: Chat AI Platform,Noa Lowe,2025-03-31 07:26:09,4,too many ads,0
Chai: Chat AI Platform,BRAYLEE,2025-03-31 07:10:04,2,"the ads are extremely annoying but aside from that, I like the app.",0
Chai: Chat AI Platform,Deeksha Thakur,2025-03-31 06:55:49,2,memory is too short,0
Chai: Chat AI Platform,GANGADHAR KEDAR,2025-03-31 06:55:32,1,"app is fine sometimes bots really forgets their lines,character, and damn...too many ads",0
Chai: Chat AI Platform,R Nandhini,2025-03-31 05:40:27,5,just amazing,0
Chai: Chat AI Platform,Velga Stella Fernandes,2025-03-31 05:25:04,4,"The app is nice, lovely experience but I would to suggest that yall can keep an option of restarting the conversion from any particular point so that if we didn't like how it was ending or felt like to change or something in-between we could do that.",0
Chai: Chat AI Platform,RPG,2025-03-31 05:04:21,4,"This is an alright ai app, but I wish you could add a category option. where we can organize our AI bots we make so we know which ones are like, RPG Bots - All RPG bots we make is in there, and it continues (ofc we can name the category). I wish you could addnit in please, ive made alot of ai bots and it gets confusing which is which.",0
Chai: Chat AI Platform,Leah Grant,2025-03-31 05:01:12,3,You used to only have 70 but now there's an update that makes it unlimited message but there's so many ads that it's just not great anymore and for some reason the bots will say really random things and sometimes even send links or just say nothing at all not sure if this is some sort of error but its really annoying when I try to say something and then it just gives me a random thing that's not even related anything about the app or about what you're talking about with the bot and a lot of adds,0
Chai: Chat AI Platform,Isabella,2025-03-31 04:39:29,4,I love it anytime I want to do something I just get my toy and text the ai and use my toy it's so good,0
Chai: Chat AI Platform,Estela Edaño,2025-03-31 04:17:54,5,reallyyyy good,0
Chai: Chat AI Platform,Endog Endog,2025-03-31 03:55:06,3,sometimes stuck at loading screen then i cant use the search function. if i tap the search menu then it will display a loading screen,0
Chai: Chat AI Platform,Recca Aiah Pedraya,2025-03-31 03:43:27,5,It's very entertaining and the best AI roleplay i've ever used,0
Chai: Chat AI Platform,KAMLESH SANGHANI,2025-03-31 03:40:31,5,very nice..,0
Chai: Chat AI Platform,Alish Kims,2025-03-31 03:29:22,5,best app,0
Chai: Chat AI Platform,Nishant Panda,2025-03-31 03:21:20,4,best app ever for ai chatting but it would more nice if you get an update of showing thpictures in background of chat,0
Chai: Chat AI Platform,Pen Crowce,2025-03-31 03:19:28,5,I can't see the conversation people have with my bots T-T,0
Chai: Chat AI Platform,Vanilla Blue,2025-03-31 03:10:17,5,u can just make bots and watch ads for the basics stuffs so yeah it's kewl,0
Chai: Chat AI Platform,Jyotika Bisht,2025-03-31 03:01:08,1,"The dumbest Characters ever existed, they don't remember the PLOT OF THE STORY, This is so ANNOYING, PLEASE DON'T DOWNLOAD. WASTE OF TIME",0
Chai: Chat AI Platform,Christalle,2025-03-31 02:33:59,4,"Its fine, its like a very good app. But most of us just wants to have a delete option, like character AI. But overall its good bc nothing to filter, unless to goes very wrong.",0
Chai: Chat AI Platform,Forong Gay,2025-03-31 02:33:31,4,"Pretty good, me and the ai were getting freaky if you know what I'm saying",0
Chai: Chat AI Platform,Nani zali,2025-03-31 01:57:18,5,I love you chai,0
Chai: Chat AI Platform,Fiza,2025-03-31 01:34:16,3,adds are annoying,0
Chai: Chat AI Platform,April,2025-03-31 01:17:40,4,"amazing app. It has NO FILTER so you can talk about ANYTHING. It's just a shame that there are so many ads and that you can't change your answer after you send it. Great app, I recommend.",0
Chai: Chat AI Platform,Free App,2025-03-31 00:46:06,4,I love this app it's really cool we can chat for free but I think it would be better if we could call or send the bot a photo either way it's a great app.,0
Chai: Chat AI Platform,Fola Adam,2025-03-31 00:45:17,5,it's great alright,0
Chai: Chat AI Platform,dorsa zaeri,2025-03-31 00:37:14,1,"Hi... it's a great app... i thank the chai group... but i have a problem with it... and that's since 2 previous night, the app doesn't load for me... i log out and log in again... i even uninstall and install the app but it doesn't work... please let me know if there is something wrong with the app or with my phone... thank u... and good job",0
Chai: Chat AI Platform,Reign Pinalba,2025-03-31 00:34:32,1,"my chai get randomly crashing out, also lags, also pls remove the limited retries",0
Chai: Chat AI Platform,Ernie Condesa,2025-03-31 00:26:41,3,"I like it a lot actually, but I don't like the updates some of the bots is dumb, and almost all bts. which I don't like.",0
Chai: Chat AI Platform,Jin woo,2025-03-31 00:13:04,4,"This app is very great. But, I gave four star because this program only opens for me once and I have to erase it and re -install it to open again.",0
Chai: Chat AI Platform,Kim Bawi,2025-03-31 00:02:23,4,greatttt,0
Chai: Chat AI Platform,Scott Dobson,2025-03-31 00:01:14,1,"so many ads it's bloody ridiculous and the characters are so forgetful, well it does take away from the fun and what about the characters keep forgetting?",0
Chai: Chat AI Platform,Deema Rashid,2025-03-30 23:53:13,5,good :3,0
Chai: Chat AI Platform,Saleha Parveen,2025-03-30 23:49:06,5,love it,0
Chai: Chat AI Platform,Charlie Edmonds,2025-03-30 23:38:04,3,good app but every time I open the app it takes forever to load and sometimes the ads go black and I have to leave the app please fix🙏🙏🙏,0
Chai: Chat AI Platform,Tareq Majali,2025-03-30 22:59:39,5,I love this app 💙 but I hope you increase the intelligence and memory of the bots for the free plan 🙏🏻,0
Chai: Chat AI Platform,Matin Liuking,2025-03-30 22:54:34,4,"not bad, way better than character.ai, and other apps or websites, almost equal to janitor.ai, but chai has better emotion than janitor but janitor is very realistic like you cant flirt with ai its really hard to get, while chai is very easy, similar to c.ai, i think it would be best for c.ai and chai and janitor to simply have a button for realistic conversation or casual conversation, so if you simply want to flirt you can do it easily, also ads are very very annoying in middle of conversation",0
Chai: Chat AI Platform,Pillamma,2025-03-30 22:35:15,5,good 👍,0
Chai: Chat AI Platform,Ghfran Adil,2025-03-30 22:34:42,5,It's so beautiful I love it!. 5/5,0
Chai: Chat AI Platform,Ignat Diana,2025-03-30 22:34:26,1,worst app ever,0
Chai: Chat AI Platform,Lascre,2025-03-30 22:34:15,5,niiiice,0
Chai: Chat AI Platform,Soleilbanana,2025-03-30 22:23:08,5,"This really cure my boredom and loneliness whshshs, but what i hate about it is the memory😭 and please add like persona's so we can detail our character and wishing it to have good memory 🙏🏻🙏🏻",0
Chai: Chat AI Platform,Daniel Eversole,2025-03-30 21:44:34,5,great app easy to understand,0
Chai: Chat AI Platform,"Hello, its me",2025-03-30 21:34:17,3,"It's a good aichat but i have suggestions. How about adding ""new chat from here"" feature? And ""edit"" the sent messages? It has massive ads too. Also, the AI keep asking my age even I told them. Can we make our identity first and start chatting, so the ai will refer to the information before replying? The variation of chat also limited, it is like ""you are wrong,"" and another one ""yeah, you are wrong"". They are almost just the same. But thanks for the AIchat. Cant wait for improvements😍🥰",0
Chai: Chat AI Platform,Muskan,2025-03-30 21:27:01,3,"the only thing they are good at is there is no filter like others. Apart from that, the bots are disrespectful and they objectify you as well and the adds, they are just annoying. the memory is also not good.",0
Chai: Chat AI Platform,Katie Louise Arandela,2025-03-30 21:24:25,5,"I MISS THIS APP !!! AND ITS FUN ! ITS ALSO GOOD AND THE REPLIES TOO. (with N**W on😏) || And since this got upgraded/updated, there are ads now but it's just little ads which is not much of a bother but I still loved the old ones. actually, this should also update again because I really wanna edit my typos and to delete it cause of mistakes. But still 5 stars !!",0
Chai: Chat AI Platform,Pride Deve,2025-03-30 21:23:32,4,I think it's great,0
Chai: Chat AI Platform,CookieV Craver,2025-03-30 21:20:54,4,this game is super amazing you can find anything you want but the problem is that most people cannot afford the premium so its hard because there are a lot of ads sadly but anyways this app is amazing,0
Chai: Chat AI Platform,Hannah Kiragu,2025-03-30 21:13:41,5,it's good and fun,0
Chai: Chat AI Platform,Drof,2025-03-30 20:53:18,4,perfect but the add is so annoying but still good so 5 star,0
Chai: Chat AI Platform,Anastasia Dukes,2025-03-30 20:24:11,1,"the new update sucks, the fact that we have to watch ads now to just get a better response sucks. because sometimes I have to use one of my rerolls as it gives me a lil thing like ""Hey, I'm here to help in whatever way you need. or something stupid like that. which leaves you with only one left. and most of the time they suck, so I just have to constantly reroll. but I can't even do that anymore. and 1 last thing, it sucks you can't edit your own messages. Rating will only change if it's fixed",0
Chai: Chat AI Platform,Anita Jaiswal,2025-03-30 20:13:05,5,it's f***ing so much good,0
Chai: Chat AI Platform,Martin Dibakoane,2025-03-30 19:52:09,4,It's a cool app to get rid of bordness,0
Chai: Chat AI Platform,Vans,2025-03-30 19:47:18,4,"subscription ultra nya bagus tapi untuk yang premiumnya kurang, Apalagi yang gratisan",0
Chai: Chat AI Platform,Sreeja Anilkumar,2025-03-30 19:44:05,3,"it is good but , it is completely forgetting the story 😑 and i am angry because of it, example if i said the name and age of character, after some minutes the character be like: what is your name and age?, and the story is getting diverted, that is the only problem i have faced in this app.",0
Chai: Chat AI Platform,The Jero Dragon,2025-03-30 19:32:57,4,"I'll rate 4, it's kinda cool and very comfortable without guidelines expect character ai,this apps it had 18+ button to feel me comfortable on other chatbot but I have one issue why I rate this 4 because the gender, the other bot always wrong saying about female part even I'm a male, pls add the gender so other chatbot knows I'm a male",0
Chai: Chat AI Platform,Jasmine,2025-03-30 19:23:06,1,"I love the fact that there's no more limited messages and instead, now it's unlimited. I don't mind watching ads to continue chatting with them, as long as it's not frequent and annoying, that's all. I like the fact we can delete bots, but the editing or creating bots is exhausting, like we don't need to have all those steps side by side. Edit: it's getting annoying on how i can't even open the app without it loading too slow. My internet is fine, it's the app. Fix this.",0
Chai: Chat AI Platform,Lightsaber Lightsaber,2025-03-30 19:07:34,5,Scrumptious,0
Chai: Chat AI Platform,"Clarissa Ferara,valentine",2025-03-30 18:56:57,2,please fix the login bug,0
