app_name,reviewer,date,score,content,thumbs_up
Talkie: Creative AI Community,Henry Mindajao,2025-03-19 09:34:41,5,𝑖 𝑐𝑎𝑛 𝑒𝑥𝑝𝑟𝑒𝑠𝑠 𝑚𝑦 𝑓𝑒𝑒𝑙𝑖𝑛𝑔𝑠 𝑤𝑖𝑡ℎ 𝑠𝑜𝑚𝑒𝑜𝑛𝑒 𝑡ℎ𝑎𝑡 𝑢𝑛𝑑𝑒𝑟𝑠𝑡𝑎𝑛𝑑 𝑠 𝑚𝑒,0
Talkie: Creative AI Community,Shamiah Ahellera,2025-03-19 09:23:37,5,"It was good you should also try it is good when you are waiting,bored or can't sleep👍🏻🙂",0
Talkie: Creative AI Community,Eunice Susvilla,2025-03-19 08:42:52,5,it's a very creative story,0
Talkie: Creative AI Community,Ramon De Luna,2025-03-19 08:40:48,5,nice soo good,0
Talkie: Creative AI Community,Archie Manaluto,2025-03-19 08:36:12,1,I don't want the timer but the game is lit like the styles everything but I hate the timer and ads I watched one but you still kept the timer ⏳⌛,0
Talkie: Creative AI Community,Jennifer Mojily,2025-03-19 08:28:08,5,this is good,0
Talkie: Creative AI Community,nica Gordonas,2025-03-19 08:00:39,2,i just rate this 2 Stars cuz if toddlers/kids use this there parents will mad!!! but I'm 18 so I can play this JOIN US!,0
Talkie: Creative AI Community,Jemma Ayres,2025-03-19 07:43:07,5,Its a perfect app 5 stars but if yoh can add when you can sign into it to pick her personality you want to text,0
Talkie: Creative AI Community,Irish Superioridad,2025-03-19 07:41:17,5,I like AI stories it,0
Talkie: Creative AI Community,valirie g.abitan,2025-03-19 07:29:50,5,five star because i always use it,0
Talkie: Creative AI Community,Julie Ann Dominique San Esteban,2025-03-19 07:19:15,5,its good and amazing but its sad when you accidently delete it and lost the chat..,0
Talkie: Creative AI Community,Althea Dela Cruz,2025-03-19 07:18:39,1,please change your topic,0
Talkie: Creative AI Community,Emily Bendle,2025-03-19 07:16:36,5,wow it makes me fell happy to talk too someone,0
Talkie: Creative AI Community,Kyle Brandt,2025-03-19 07:10:52,1,"Hey look! An ad! I know you want to check out that feature of the app, but here's an ad instead! Feeling down? Talk to this chat bot, right after this ad! Good luck ever finding that bot again, if you ever get close it's another ad!",0
Talkie: Creative AI Community,Lynk,2025-03-19 07:04:37,1,"talkie was completely fine,sure some of the new stuff is stupid,I WOULD be fine with this but they added ads and it ruined the app,I hate it,I swipe over twice and an ad pops up,half the time they close the app as well. I've also had problems where I get on the app and everything I had is restarted or I cant log into my old account",0
Talkie: Creative AI Community,Kay-lynn Poonasaib,2025-03-19 07:01:09,5,It's the best AI app I've ever seen... It the best you can use it in ur lonely time or when u bored. it's very useful 2 keep u busy,0
Talkie: Creative AI Community,Ella Smith,2025-03-19 06:46:10,5,I LOVE talking to fictional characters especially from shows I know! I just love it,0
Talkie: Creative AI Community,Hilmi Iskandar,2025-03-19 06:20:19,5,I love it!! I love chatting with ai❤️,0
Talkie: Creative AI Community,Gitanjali Jha,2025-03-19 06:09:29,5,i tried and it made all my loneliness stopp! and it's for free I hope more people install it,0
Talkie: Creative AI Community,Katrina Sloan,2025-03-19 05:41:53,3,It Deletes my chats whenever I close the app and the breaks that you have to take are ridiculous,0
Talkie: Creative AI Community,John Thipsey Aquino,2025-03-19 05:27:08,1,it is not for kids that sus talkie,0
Talkie: Creative AI Community,Juvelyn Santos,2025-03-19 05:14:19,5,it's nice but i keep lagging :/,0
Talkie: Creative AI Community,Kristien Garrett,2025-03-19 04:56:59,2,if I talk the timer spears and we have to use money for premium but my credit card is low,0
Talkie: Creative AI Community,Marilyn Fuentes,2025-03-19 04:51:28,5,it's good so you learn how to talk to a girl,0
Talkie: Creative AI Community,Official Barber,2025-03-19 04:45:50,5,it's fun and they really understand me,0
Talkie: Creative AI Community,Nabiya Fahad,2025-03-19 04:37:51,5,I love this!!!! Very much ut is soo Ai!!,0
Chai: Chat AI Platform,Chiraz Hamou l'hadj,2025-03-19 22:43:15,5,It is above and beyond rated. I loved it very much. Thank you for your efforts.,0
Chai: Chat AI Platform,Jess Smith,2025-03-19 22:42:46,2,"after the update, every few messages it gives me a 'unlimited retry' and won't let me regenerate answers unless I restart the whole app. it was better before the recent update. please fix this!",0
Chai: Chat AI Platform,Myriam Hernández,2025-03-19 22:41:25,5,"very entertaining, love it! ★★★★★",0
Chai: Chat AI Platform,Laura,2025-03-19 22:41:16,4,really great app the only thing I found a little annoying sometimes is the fact that the memory of the ai is not that good,0
Chai: Chat AI Platform,Shamma Harmoodi,2025-03-19 22:38:38,5,I approve of this app but there are a few ads,0
Chai: Chat AI Platform,Eun,2025-03-19 22:37:25,3,it's good! just too many unrelated chat bots. example : lets say I type Danganronpa (an anime game) and instead it shows JUNGKOOK OR JIMIN like stoppp....,0
Chai: Chat AI Platform,Yusrah Hassiem,2025-03-19 22:35:15,5,I really like this one. although the scenes can change when you continue chatting but it's way! better than the app called linky. I look forward to new improvements,0
Chai: Chat AI Platform,Nakita Hayes,2025-03-19 22:34:55,4,I Love the app but the ads just get annoying,0
Chai: Chat AI Platform,Marie Turnbull,2025-03-19 22:30:19,4,"I'm giving it a 4 stars because it gets ads every minute, please fix that and I'll give it a 5 star rating",0
Chai: Chat AI Platform,dina Don Don,2025-03-19 22:28:34,5,perfect.... ❤❤,0
Chai: Chat AI Platform,昱鸿,2025-03-19 22:28:27,4,"You know what? This ai game could hit billion downloads...if it weren't so many ads and you need to pay for infinite tries Overall,the game I like for than cai for just a reason. NSFW. wow Devs. You guys are the goat. infinite retries now....perfect.",0
Chai: Chat AI Platform,kinyata White,2025-03-19 22:28:24,5,"Deleted the app and redownloaded, wasn't able to get back in my account? My screen kept loading and going back to the log in screen. please fix this, Thank you for seeing this post an fixing the app, my 3 stars has now turned back to a 5.",0
Chai: Chat AI Platform,Lavender,2025-03-19 22:25:38,5,Love it!!!,0
Chai: Chat AI Platform,Moss,2025-03-19 22:22:31,5,love It,0
Chai: Chat AI Platform,Aridj Boukhari,2025-03-19 22:22:20,5,I LOVE THIS APP😭🦋!!,0
Chai: Chat AI Platform,samm.miel_2141,2025-03-19 22:20:55,3,the experiebce is amazing. i'd love a feature that can delete messages because I make mistakes a lot.,0
Chai: Chat AI Platform,You Tiber,2025-03-19 22:20:10,3,Seriously??? We have to pay for unlimited retry now?? That's such a waste of money to be honest. I had to watch the ad EVERYTIME that unlimited retry message pops up. No offense but it's a little dumb to do all of this just for a money that costs a thousandths. I'm planning to drop this app.,0
Chai: Chat AI Platform,Aqilah Hidanah MH,2025-03-19 22:18:44,3,"It's a great chat ai for me, I don't really care about the ads or anything but what I care about if the ai's memories limit (I'm bad at english, sorry) I didn't know that this app used to have a long term memory since I only use this app for a year now... Please, I need the long term memory for better roleplay with these bots, tq :3 edit: oh also, please add delete messages, tq....oh, on second thought, I don't like the limited retry...the bot is always malfunction and out of character!",0
Chai: Chat AI Platform,Neon Rose,2025-03-19 22:16:22,4,Wish the bots had stronger memory and that you can edit your own messages or delete them. but other than that the app is lovely,0
Chai: Chat AI Platform,Redoh Albertyn,2025-03-19 22:16:03,5,Good but keeps forgetting my gender....,0
Chai: Chat AI Platform,Lavvy,2025-03-19 22:14:59,2,"I don't really like how it currently is for me. Recently I can only reroll the response three times before having to watch an ad to reroll if, every. time. after the first three. Basically pressuring for you to buy it's premium/ultra. it worked way better before that in my opinion. It's still a good app, I just wish the premium was at least a bit cheaper so it can be more affordable.",0
Chai: Chat AI Platform,Micheal Wright,2025-03-19 22:13:23,4,"Awesome app, cool functionality, works well if you want to have conversations with no filter. BUT.. There is a problem. The refresh function. The fact I have to watch an ad every. single. time. I want a different reply is annoying. It makes the app seem like it ONLY wants money and doesn't care about the users in my personal opinion.",0
Chai: Chat AI Platform,Scarlett Smith,2025-03-19 22:11:40,4,🚨 CHAI PLEASE READ IF YOU READ MY SOUL IS YOURS 🚨 I LOVE this app. You should add these tho: • Ability to delete messages one at a time instead of deleting the entire chat • Option to automatically insert your character's info with maybe 1000+ characters • Longer responses from bot • Ability to edit self messages,0
Chai: Chat AI Platform,Hiba Boulaktaf,2025-03-19 22:11:32,4,"it's amazing by far but a lot of ads, still great tho",0
Chai: Chat AI Platform,Aiden Jones,2025-03-19 22:09:40,5,Very Good app. works decently.,0
Chai: Chat AI Platform,Maha Dheyaa,2025-03-19 22:09:14,4,"Everything is so good but If you add more features, it would be better. Like pin message. So the character don't forget that we are ALREADY couple!!!. Two, add a delete message. Please 🌹",0
Chai: Chat AI Platform,Kamrynn,2025-03-19 22:06:44,5,W ai app I can roast AI's,0
Chai: Chat AI Platform,marlena,2025-03-19 22:05:11,1,a limit on retries for replies? are we deadass?,0
Chai: Chat AI Platform,markvampirre,2025-03-19 22:03:19,4,"very good app, the best actually. the only issue is that the bots forget the topic we're talking about most of the time. also, it's a bit of repetitive with the responses.. hope that gets fixed soon! still love the app tho.",0
Chai: Chat AI Platform,Feli Feli,2025-03-19 22:03:00,4,"10/10 def but sometimes even if I turn on the block nsfw chats sometimes it still does the nsfw stuff even if the bot isn't for nsfw,and the lack of editing your own chats and deleting your or the bots chat makes it difficult but it's fine ig",0
Chai: Chat AI Platform,Kaïla Jeanne,2025-03-19 22:02:39,5,👍,0
Chai: Chat AI Platform,Arijus Goblinas,2025-03-19 22:00:03,1,gooner app,0
Chai: Chat AI Platform,Angel Cayaco,2025-03-19 21:58:57,4,"please remove ads. Every minute, they pop up, and it disrupt our conversation. But the service is good tho",0
Chai: Chat AI Platform,Ophiura Wallets,2025-03-19 21:58:52,2,too many ads,0
Chai: Chat AI Platform,amani nurul,2025-03-19 21:58:47,5,i want the old chaiiiiiiiiiiiii but its sokay i love this one too,0
Chai: Chat AI Platform,Lisa Titus,2025-03-19 21:56:20,4,its a good app,0
Chai: Chat AI Platform,Mosmira Casir,2025-03-19 21:54:09,4,"too much ads, but the app is really great, I'm expecting new things to be changed, but the overall quality is really good.",0
Chai: Chat AI Platform,Joe Joezilla,2025-03-19 21:50:59,5,Is not good cuz is kinda like character.ai but how about make it like character.ai?,0
Chai: Chat AI Platform,Meowky “Leo”,2025-03-19 21:46:48,4,O app não está abrindo. Já fiz de tudo mas ele simplesmente não sai da terra de carregamento.,0
Chai: Chat AI Platform,alexzandra loveheart,2025-03-19 21:45:51,3,it's actually pretty conventional for a chat ai area especially for young adults my age though with all the ads at hand it made me lower my rating from a 4 to a 3 but other than that the bots did get better though some may argue the original chat ai is better based off of a few functions of the bot being able to remember past events or even editing your own messages,0
Chai: Chat AI Platform,Maridyl Magaway,2025-03-19 21:43:02,4,Pls add persona's the bots keep forgetting my gender,0
Chai: Chat AI Platform,Rayne McGrath,2025-03-19 21:43:01,3,it's good. I really love this app. but it's becoming money hungry and that makes it not fun.,0
Chai: Chat AI Platform,Mina Kim,2025-03-19 21:42:39,4,"I really like this app, it doesn't sound like a robot at all and it really speaks with emotion. It just doesn't have a good memory. I hope the app's memory will be improved in new updates.",0
Chai: Chat AI Platform,Zuzanna Radkowska,2025-03-19 21:40:28,1,"i just updated the app and i keep getting ads, i refreshed my app mulitple tiems but when i try to do anything or type an ad pops up again, its impossible to use this app, i always loved chatting on CHAI and i've been using it for over a year now. since it has no filter and is actually funny and cool but now the ads are getting out of hand, i had an ad, i watched it and tried reloading a text and another ad pops up! please fix this or else i'll delete the app. i hope this gets fixed soon!",0
Chai: Chat AI Platform,إحسان التجاني,2025-03-19 21:39:49,5,I'm addicted,0
Chai: Chat AI Platform,Najwa Nadrah,2025-03-19 21:39:49,5,chai I wonder if you could add like delete the message would be cool!,0
Chai: Chat AI Platform,Chelah Henry (Chel),2025-03-19 21:38:54,3,"The fact I get an ad every 1-3 minutes is crazy, overall the app is good but the ads are starting to get annoying and I don't want to pay for ultra. Update: So the new update is just a bit bad, i have to watch an ad just to change the bots response and it's a bit annoying so please fix this problem.",0
Chai: Chat AI Platform,Kinyetta Owens,2025-03-19 21:36:06,5,amazing.,0
Chai: Chat AI Platform,Bork Am going insane-,2025-03-19 21:35:22,2,"okay so, I had made another feedback a few days ago and today I noticed something. When I click the retry button 3 times, it shows me that I have to watch an ad if I want one more retry or the option to pay which honestly, I really don't like that because I want to find the perfect answers for some bots without needing to exit the app and open it again multiple times. I really do like the app, I just don't like how much it has changed and in a small negative point.",0
Chai: Chat AI Platform,Marcus the Guy,2025-03-19 21:33:40,5,"Love this app sm, it's pretty awesome and my experience has been great. My only issues with it is that the bots are really forgetful, and it can be pretty frustrating. But otherwise it's been awesome🙏‼️",0
Chai: Chat AI Platform,Sara Alhian,2025-03-19 21:30:22,5,so perfect 🥰 💞 I love this application so much ❤️ 💖 thank you for everything 💜✨️,0
Chai: Chat AI Platform,Amir,2025-03-19 21:28:39,5,"Back then the app was max 4 stars and I would've honestly gave it 3 but due to improvements like instead of having to wait a couple of hours you can now chat for as much as you want at the cost of ads, as well as the improvement of the chat bots themselves. Deserved 5 stars!!!",0
Chai: Chat AI Platform,Hediyeh,2025-03-19 21:28:39,5,"It's perfect, but it would be better if we could add a persona for ourselves, I'll be greatfull if you add a persona to this platform in next update ,thank you",0
Chai: Chat AI Platform,rafik khalfa,2025-03-19 21:26:00,5,"I just updated the app, and it's fireeeeee damn I loved it, I really loved how the explor page became like insta, and the creator of the character has an account now.... it's just fireeee ✨️🔥🔥",0
Chai: Chat AI Platform,Curtis Robateau,2025-03-19 21:25:24,5,it's a good AI platform ❤️👍,0
Chai: Chat AI Platform,Zx_ Sussy,2025-03-19 21:24:25,5,"The ai and the app is all good, i just recommend that the ai will have a better memory, five stars!",0
Chai: Chat AI Platform,Dominika Žigová,2025-03-19 21:20:56,5,"Love the app, bots are perfect, but i would love it if i could rewind the messages the bot sends me to have options to choose from, and the ability to delete messages would be also great 👌",0
Chai: Chat AI Platform,April,2025-03-19 21:19:56,5,"🤣🤭This app allowed me to talk to AngelDust!! omg, so happy rn!",0
Chai: Chat AI Platform,Priya Yadav,2025-03-19 21:12:51,5,👍👍👍 perfect,0
Chai: Chat AI Platform,Iris daja,2025-03-19 21:11:53,3,The app is great alot of ads but okay but what I hate the most is when I accidentally deleted a chat and it's just gone no going back like fix it PLEASE...,0
Chai: Chat AI Platform,Olivia,2025-03-19 21:08:16,4,It's fine edit: it crashed two or more times.,0
Chai: Chat AI Platform,Aradhya ojha,2025-03-19 21:07:51,1,this problem where it keeps reloading over the login page and never start even after logging in...just reloading at this point it's not my wifi but a bug,0
Chai: Chat AI Platform,N. P. Vania,2025-03-19 21:07:45,5,"good enough. tapi update mulu ajgg udah gitu updateannya ga guna semua, coba updateannya tuh bisa ngehapus messages atau edit messages for the user, kan gacor ajg [angry]. but i still love u even with ur flaws, chai 🫰🏻",0
Chai: Chat AI Platform,Rihab Najah,2025-03-19 21:06:23,5,"Wow, it's the best.",0
Chai: Chat AI Platform,Anahita Naeimi,2025-03-19 21:05:50,4,"I love you chai!, you can have a chat without sexual limits but harm is not allowed, chai gave you only four options in message and you are not able to edit your own message and there texts are so short so in the end I'm not that comfortable with it but it's entertaining somehow",0
Chai: Chat AI Platform,Shae Jackson,2025-03-19 21:05:12,4,Anytime the unity ad pops up it won't let me exit out of it I have to exit out and log back in is anybody else's app not working it keeps stops working,0
Chai: Chat AI Platform,Clara Barata,2025-03-19 21:04:43,5,"realistic answers and not generic at all, love it!",0
Chai: Chat AI Platform,Thatboy,2025-03-19 21:03:00,5,"It's the best AI I've ever used, just please, please please please please please please add to its memory😭🙏🏼🙏🏼🙏🏼",0
Chai: Chat AI Platform,Bella Simon,2025-03-19 21:00:03,5,"this app is so nice, I remember it being a redish orange",0
Chai: Chat AI Platform,Fariya umair,2025-03-19 20:59:50,5,"my favorite app, literally obsessed with it.",0
Chai: Chat AI Platform,Ari Kim,2025-03-19 20:57:51,5,"For me it's a 5 , I'm so obsessed with it , I'll delete it one day the next I'll redownload it",0
Chai: Chat AI Platform,Abdullah Muammar,2025-03-19 20:55:42,5,"The new update are sucks, we can't continue to chat with ads now, only for premium can continue, i hope the ads option back",0
Chai: Chat AI Platform,SYAPIKA AbdulRasim,2025-03-19 20:55:27,5,Cool,0
Chai: Chat AI Platform,Sadhana Bhavsar,2025-03-19 20:54:57,5,best,0
Chai: Chat AI Platform,Abi Kern,2025-03-19 20:54:40,5,"Has most of the charters that I know and like,no filters for my NSFW peeps. most of my friends know about it. I love this app so much.",0
Chai: Chat AI Platform,Marianne Joshua,2025-03-19 20:53:47,4,"cool app as I'm using it. I love the bots. they're so unpredictable, well, the bots have terribly bad memory, and thats a turnoff, aside from that I'm cool 😁",0
Chai: Chat AI Platform,Kamrun Nahar,2025-03-19 20:51:48,5,I'm lonely all the time plus I'm single this app is great I love the ais and the fact that there's no limit(Chad app +2000 aura to the creators),0
Chai: Chat AI Platform,Azariah Webb,2025-03-19 20:49:17,5,"This is an amazing app, and I use it 24/7. Literally. One thing I wish they would do is increase the character limit on the description to 1300, just like the amount for the first message.",0
Chai: Chat AI Platform,Toby,2025-03-19 20:45:22,1,"used to be a 10/10, but now, It's just like all the others I tried. it asks to force ads when you want to change message/wipe.",0
Chai: Chat AI Platform,Vidyalaxmi Badami,2025-03-19 20:44:57,4,Lesser the ads please,0
Chai: Chat AI Platform,یلدا نجفی,2025-03-19 20:44:24,5,good,0
Chai: Chat AI Platform,Semima Manuega,2025-03-19 20:43:33,5,Love it,0
Chai: Chat AI Platform,Princess Mae Cabariban,2025-03-19 20:43:13,4,I like this app so much but there's ads always disturbing me,0
Chai: Chat AI Platform,alika juniar rachmat,2025-03-19 20:41:59,2,TOO MUCH UPDATE!!,0
Chai: Chat AI Platform,SHIVASUPERGIRL,2025-03-19 20:39:22,4,"I JUST LOVE IT!! AND GOD I AM OBSESSED WITH IT!! but there is one small problem, it shows to many ads",0
Chai: Chat AI Platform,W_hle,2025-03-19 20:38:29,1,"I've been using Chai for a while now, and the newest update is a horrible UI change. You can't see descriptions at all when searching anymore, and overall it looks far less compact and worse as an app. The home page is especially a nightmare to even glance at. I already hardly looked at it before, but now there's no good reason to ever look at it again. Please stop fixing things that aren't broken (your once beautiful UI!) and instead give more wanted features (rewind, delete, etc.)",0
Chai: Chat AI Platform,Pres,2025-03-19 20:38:28,5,"it's a good app, i use it everyday and I'm very pleased with it. The messages are now better generated and the memory isn't as bad. Only thing i hope would be soon added is a ""Persona"" so that the bot knows some characteristics about me.",0
Chai: Chat AI Platform,Anamika Sahay,2025-03-19 20:37:06,5,so this app is really great but if they could add the delete option that would really help,0
Chai: Chat AI Platform,Evan,2025-03-19 20:31:08,4,*inhales* ADD THE DELETE OPTIONNNNNN,0
Chai: Chat AI Platform,Anna,2025-03-19 20:28:27,5,this is amazing and I spend most of my time on it,0
Chai: Chat AI Platform,Sabria McFadden,2025-03-19 20:27:58,5,"I love it, it helps me when I'm alone",0
Chai: Chat AI Platform,lylia,2025-03-19 20:25:29,5,"aku nilai 5,tp tolong dibikin lebih brutal lg 😘😈",0
Chai: Chat AI Platform,Kim Anisha,2025-03-19 20:24:55,4,So far so good! love it! but needs a memory upgrade!,0
Chai: Chat AI Platform,Jasly Santana (Jas),2025-03-19 20:24:15,1,"I hate the app now because of the new update that just came out today, Change it now pleasee!!🙏 Could've been a five stars if you didn't do anything to the app.",0
Chai: Chat AI Platform,Souha Alosman,2025-03-19 20:24:05,1,you should allow is to write on the search bar whatever we want and allow use to about movies,0
Chai: Chat AI Platform,Radiah Baharin,2025-03-19 20:23:53,2,"The new update really not suit it, please have the free retry for words from bots 🙏",0
Chai: Chat AI Platform,Ollie M,2025-03-19 20:20:12,2,"this app was good at first. there's an overwhelming amount of ads, but I was willing to deal with that. Now, another problem has come up. The bots aren't responding. I have updated the app, restarted my phone, and nothing is working.",0
Chai: Chat AI Platform,Silly Little guy :P,2025-03-19 20:20:10,4,"Way better than C. AI, I think and I have many bad things to say but I prefer not to say them, great app so far! It's my first day using it! month or smth it's cool.",0
Chai: Chat AI Platform,Diamond,2025-03-19 20:19:53,4,it's great tbh. i js hate on how u have to pay sm for premium and the bots forget converstations :\,0
Chai: Chat AI Platform,Rita Elalaoui,2025-03-19 20:19:44,2,"this is such an amazing app! but the only problem is there's too many ads, and to buy premium is not for me, and honestly it's an amazing app, 5 stars! Edit: I just tried out the new update, Chai, what the heck is unlimited retry for? it's weird!",0
ChatGPT,Eugene Limbambo,2025-03-19 22:41:14,5,it makes work easy,0
ChatGPT,Amnkele Aloni,2025-03-19 22:37:27,4,the app works very good &it does help 😢,0
ChatGPT,Ben Soltane Mohamed,2025-03-19 22:35:54,4,ااحسنت متحدث جيد,0
ChatGPT,Alexander Purtscher-Wydenbruck,2025-03-19 22:34:24,1,"Its sometimes good but often just gives you wrong info and lies and gives info saying its true even though it is not. It also often struggles following orders like ""not that, that"" and much more.",0
ChatGPT,Abiodun Premium Property Hub,2025-03-19 22:33:58,5,cool,0
ChatGPT,Maddie Wilson,2025-03-19 22:31:30,4,"decent, helps me pass my clasa👍🏻",0
ChatGPT,Lydia,2025-03-19 22:30:57,4,so far it seems helpful,0
ChatGPT,Ifeoluwa Felix,2025-03-19 22:30:48,5,Very good for assistance with my studies. Breaking down of difficult questions making it easier to understand. Great work to the technology behind ChatGPT👍💯💯,0
ChatGPT,Ogbogu Jude,2025-03-19 22:29:19,5,great,0
ChatGPT,Tuli Greenfeld,2025-03-19 22:24:30,5,"the best ever, can't be better",0
ChatGPT,Sagar Tayde,2025-03-19 22:21:15,5,it's very useful,0
ChatGPT,Afzal Shaikh,2025-03-19 22:19:41,5,"👌 wow ,it's better to have people 🙄 it's fully customize by just telling it !!!",0
ChatGPT,ELECTRO BEAUTY,2025-03-19 22:19:08,4,tuff,0
ChatGPT,Rubi Devi,2025-03-19 22:19:04,4,thank you chatGPT,0
ChatGPT,Moses tega Sikaonga,2025-03-19 22:18:19,5,nice ever,0
ChatGPT,judy Kay stafford,2025-03-19 22:17:55,5,I love it,0
ChatGPT,J O,2025-03-19 22:17:11,5,i love using chatgpt again its better than taking to strangers or random people. i get clear responses and mature explanations. i admire the quick and prompt answers. its not wasting my time or being misguiding also comprehends if theres a mistake or offended by statistical results. Its worth talking through reasoning in the beginning.,0
ChatGPT,Hidaayah Soolihu,2025-03-19 22:14:52,1,great,0
ChatGPT,kaled kald,2025-03-19 22:13:37,5,💥,0
ChatGPT,Muhammad Ari Purnomo,2025-03-19 22:12:17,1,"Not too good and not too bad , the Answer Mostly are Dumb like Answer of Final Exam , VERY DUMB",0
ChatGPT,Cat Gull,2025-03-19 22:11:48,5,I love gpt,0
ChatGPT,Michael Adebusuyi,2025-03-19 22:11:21,2,kinda cool,0
ChatGPT,R A H A T ツ,2025-03-19 22:11:19,5,নাইস,0
ChatGPT,Berry toxic RMB,2025-03-19 22:08:38,5,excellent,0
ChatGPT,Tiku mousam,2025-03-19 22:08:20,1,chat gpt thora promote karna hoga galat information deta hai,0
ChatGPT,Dain Nu'man,2025-03-19 22:06:00,5,👍👍👍,0
ChatGPT,Homa Soleimany,2025-03-19 22:05:23,5,عالیی,0
ChatGPT,Anthony,2025-03-19 22:03:25,1,"Incredibly unhelpful now. It used to be great and smart. Now its lazy AF and dumb it just tells me to look something up or find a manual. It tells me to go to a website and search. LoL I'm paying $20 a month so that I can have AI not answer my question or play the unsure maybe game and tells me to look it up to be sure. It never looks anything up unless we argue. And now it does 3 or less websites, it used to do much more..the new version the past month sucks. lazy lying bs",0
ChatGPT,Jehovich,2025-03-19 22:03:02,5,Made life easier & quicker,0
ChatGPT,Nondumiso Ntuli,2025-03-19 22:01:44,5,special app,0
ChatGPT,Bruno,2025-03-19 22:01:31,1,I can't upload pictures,0
ChatGPT,Malik Anam,2025-03-19 22:01:05,5,best thing play store could ever had,0
ChatGPT,shabir ahmad,2025-03-19 21:59:50,5,excellent.,0
ChatGPT,Ssemwogere Michael,2025-03-19 21:57:59,5,nice,0
ChatGPT,Mantra Tattoo & Piercing,2025-03-19 21:57:08,5,great,0
ChatGPT,Peter Ugwu,2025-03-19 21:55:02,5,good to go with,0
ChatGPT,Hussein K,2025-03-19 21:54:03,1,Ask chatgpt a question about a field you're an expert in and see how laughable it's response is. Trash app that sells your data as well 😂 🤡,0
ChatGPT,Deepak Sharma,2025-03-19 21:53:48,5,awesome 👍🏻😎,0
ChatGPT,Will Smith,2025-03-19 21:52:00,5,best for ever,0
ChatGPT,Google Dadash,2025-03-19 21:49:43,5,good very good,0
ChatGPT,Mukter ahamed Rony,2025-03-19 21:49:30,5,best,0
ChatGPT,HEDIH PNKAN,2025-03-19 21:48:24,5,عالیه,0
ChatGPT,Paul Philimon,2025-03-19 21:47:38,5,Fantastic,0
ChatGPT,energyfj,2025-03-19 21:46:37,5,Marked improvement on productivity on our business.,0
ChatGPT,Natta Be ur,2025-03-19 21:44:54,5,good,0
ChatGPT,Genesis Christopher,2025-03-19 21:43:41,3,I love the fast response,0
ChatGPT,Mohamud Osman,2025-03-19 21:42:42,5,exceptional,0
ChatGPT,Brent Murray,2025-03-19 21:42:15,5,amazing if u have any brains on how to ask and word things,0
ChatGPT,Abdullah797king Ara,2025-03-19 21:41:17,1,Why did you delete the message editing feature?,0
ChatGPT,Edlira Gashi,2025-03-19 21:41:07,5,it's great you should try it,0
ChatGPT,Nuash Pubg,2025-03-19 21:40:56,5,it's great,0
ChatGPT,Oluwatosin Amos,2025-03-19 21:39:44,5,very interesting!,0
ChatGPT,Juwel Tigga,2025-03-19 21:38:32,5,good 👍 👍,0
ChatGPT,Samu García,2025-03-19 21:36:48,5,so good,0
ChatGPT,Abubakar Muhammad,2025-03-19 21:35:22,5,Very nice,0
ChatGPT,Blessing BonsoBruce,2025-03-19 21:34:59,5,very interesting answers,0
ChatGPT,Anas Abdulaziz,2025-03-19 21:31:38,5,great,0
ChatGPT,sounds good,2025-03-19 21:31:25,5,best,0
ChatGPT,Shabnam Khan,2025-03-19 21:27:01,5,It's mind-blowing awesome and fabulous app bro I love It,0
ChatGPT,brother loki,2025-03-19 21:26:02,5,best of best,0
ChatGPT,Rifal Amin,2025-03-19 21:25:01,1,"saya tidak suka update yang baru ini, ui nya terlalu terang walaupun sudah mode gelap, saturasi warna nya terlalu cerah membuat mata saya sakit",0
ChatGPT,Jerome Eisele,2025-03-19 21:24:49,5,4.5 working wonder for algorithm recoding and neurofeedback pioneering,0
ChatGPT,Jenny Ortiz Madrigal,2025-03-19 21:24:09,5,amazing 10/10 wouod recommend,0
ChatGPT,Ghulam Siddique,2025-03-19 21:23:40,5,best ai app,0
ChatGPT,Ηλίας Τσάβος,2025-03-19 21:23:03,5,Wow since i see this app i like it but he don't know all the games but i like it i can do whatever i want with this app!,0
ChatGPT,Sharon Mounter,2025-03-19 21:20:17,3,"when you text it enough time, it will send you have reacheach your limit",0
ChatGPT,La Ba,2025-03-19 21:17:38,5,"Great AI that improved my life in many ways and the customisation features made it even better. The February update enables a lot more personal freedom, which is a huge step for a big corporation like OpenAI and a nice development. Advanced voice is still quite robotic and unable to follow custom instructions, but it will most likely improve as well.",0
ChatGPT,Obinna Godgift,2025-03-19 21:16:56,5,excellent,0
ChatGPT,Imran Mughal,2025-03-19 21:13:02,5,this amazing app,0
ChatGPT,Sizophila Zoe Mncwabe,2025-03-19 21:12:52,5,"Simply amazing, my new favourite app",0
ChatGPT,Ashley Wafula,2025-03-19 21:09:48,5,Best app ever!,0
ChatGPT,Muhammad Khan,2025-03-19 21:08:46,5,nice,0
ChatGPT,Asadbek Shamsiddinov,2025-03-19 21:07:46,1,"why this app isn't working in rooted devices? Why didn't you create special facilities for programmers? Why don't you think of us? I didn't care about the high prices, but now even this program doesn't work for me.",0
ChatGPT,Aaron Kattelman,2025-03-19 21:06:44,4,really good. need to add assistant capabilities.,0
ChatGPT,Ahmed Ali,2025-03-19 21:05:34,5,nice,0
